#KEY,FIRST_PAGE,LAST_PAGE
conf/amcc/Amini0A18,2889,2896
journals/tsg/MakarovDLNGBGP12,1325,1332
journals/jcphy/HorwitzM16,85,109
journals/ett/LuoZHQS13,590,600
conf/eann/PolitopoulouM13,475,485
journals/ppl/AshirS97,49,55
journals/wpc/DuZ16,1547,1561
journals/eswa/Ubeyli09d,5107,5112
conf/smc/ItoMFC07,2640,2644
journals/nca/ErzinG14,891,900
conf/dmin/LiC07,350,343
journals/scn/ShaoCL11,122,135
conf/icftcs/Gossel91,172,181
conf/embc/MechmecheMOGM16,884,887
conf/norchip/MontaseriVARP18,1,5
journals/talg/DuanPS18,1,35
journals/neuroimage/NormandinSM12,2689,2699
conf/eacl/Kozima93,232,239
journals/mcs/KanarachosKV03,483,492
conf/infocom/PapadopoulosP93,628,637
journals/siamcomp/DietzfelbingerKR96,1196,123
journals/aiedam/HuD17,223,234
journals/dm/ZhangZ09,1084,1090
journals/csur/Nelson99,33,33
conf/issre/WangSHL07,103,108
journals/ieicet/KimKP12,1151,1154
conf/iwomp/WangBG05,107,118
journals/dm/Matic-KekicAZ96,303,313
conf/indin/AfshariK18,1071,1076
conf/vtc/TranNL06,1,5
journals/tit/TejeraUBN06,4721,4733
conf/uist/HudsonS96,147,155
journals/ese/LawrieFB07,359,388
conf/icadl/CunninghamM07,458,467
conf/date/ZapaterAMVGC13,266,269
conf/adg/HoffmannY00,1,15
conf/softcom/DeljacKS11,1,5
journals/tvcg/SuC15,959,969
conf/fgit/Hammal09,78,85
conf/bcshci/TriantafyllakosPT09,20,28
journals/ipl/Fortnow99,309,313
conf/mlearn/NapoleonA14,131,145
conf/vldb/PuKH88,26,37
conf/isit/WuYZ06,817,820
journals/tits/SegawaOK01,192,196
conf/him/SullowC90,139,143
conf/pkdd/BirlutiuH07,374,381
journals/it/Vogt91,208,219
conf/icra/BingC0ZK17,4146,4153
conf/compsac/Wang06,347,349
conf/miccai/KapoorKT03,141,148
conf/naacl/HaasR15,1339,1344
conf/vstte/WeideSHABBHKF08,85,99
conf/icpp/SakaiKY91,426,430
journals/mam/HobbsG00,415,427
conf/webi/YuMLS15,223,224
conf/icspcs/GonzalezL17,2,5
journals/sigops/BabaogluDM97,11,22
conf/se/Hofig11,89,98
journals/tcst/RuppertKWM16,277,285
journals/jifs/NewcombF96,207,213
journals/simpra/Tripathy10,600,611
journals/mta/MengLW18a,30168,30186
journals/wcl/LeeSCLC19,293,296
journals/tvt/ZhouLZXF17,10372,10383
conf/wiopt/SukumaranS18,1,6
journals/amm/KhanDSK07,1,11
journals/jdim/Retti03,182,187
journals/cca/Johnson11,62,62
conf/foci/HatchettU07,169,173
journals/jasis/SunZ08,1252,1263
journals/ijcm/ZhangP13,246,257
conf/bpm/ScheerK09,15,27
conf/sfp/Elsman05,47,62
journals/network/CristofaroS13,32,36
conf/chi/McDuffKKRC12,849,858
conf/fgit/Im11,627,642
conf/icdcit/BanerjeeCSG11,150,161
conf/colt/CavallantiCG08,251,262
journals/cor/AbdekhodaeeWG04,1867,1889
conf/iccd/LiQL12,303,308
journals/jcphy/MacklinL06,393,402
journals/ijoci/BoukadiVGM10,1,28
journals/winet/MammeriB17,1837,1848
conf/ipmu/Puyol-GruartM10,118,127
conf/icnc/Chen12,432,436
journals/ett/BenelliG95,365,373
journals/eswa/GanJ15,8791,8804
journals/libt/Campbell15,745,755
journals/rfc/rfc4680,1,9
conf/biorob/AntuvanYM16,1129,1134
conf/ijcai/LiL17a,2244,2251
journals/cvgip/KautskyNJ84,272,292
journals/arobots/BoqueteBGMS05,5,20
conf/iccvg/LukacPS04,308,301
journals/jasis/HoKB18,271,280
conf/birthday/Castro15,41,48
journals/jbd/AlaouiGMCTK18,12,12
conf/worldcist/BrancoGMBB16,379,389
conf/conf-irm/SilviusD12,39,39
journals/wpc/LuWLJ13,2625,2636
journals/complexity/XuCHT18,1,22
conf/nime/SchnellB02,138,142
conf/chi/DunneG97,361,362
journals/iacr/MoosMR16,1135,1135
journals/siamam/WardK93,770,798
journals/cacm/DiDio13,24,25
journals/cphysics/FuruichiN17,135,148
conf/IEEEicci/Zhong06,15,15
journals/jal/SeidelA00,189,217
journals/tgrs/WardeT14,508,518
conf/sigsoft/BruchM08,3,3
conf/iva/BonardiZ07,358,359
conf/fdl/MaranzanaPSB04,252,12
journals/ijim/UdanorO16,10,18
conf/sbesc/KurtzNZFB17,147,154
conf/walcom/Sung19,305,316
conf/wcsp/GaoLFCYW16,2,5
journals/tie/GrandiLD15,2721,2730
journals/wpc/SinghDM15,2133,2150
conf/semweb/Rula11,341,348
conf/wec/IftikharZA05,140,143
journals/ejcon/ForniA16,51,61
journals/toplas/Morgan88,403,419
journals/sopr/Rolland09,144,165
journals/fcsc/BiX12,442,461
journals/jsc/Leykin04,1535,1550
journals/jcam/CaplanC13,33,46
conf/bda/BellostaNV93,296,311
journals/isse/Schneidewind05,63,70
conf/c5/BlesBDDJJBB05,83,90
journals/coling/ZhaoLX16,595,598
journals/ejasmp/DemirogluG16,4,4
journals/vldb/CaoWT06,212,229
conf/vehits/SchweizerPTR16,195,202
conf/mr/SinhaR02,256,266
journals/tsmc/NoklebyS09,1556,1567
conf/csse/SunYL08,386,389
journals/jcm/QiMMD16,1066,1072
conf/nips/VishwanathanS04,1441,1448
journals/orl/LussT11,57,61
journals/isci/SongLP14,157,171
conf/eurosim/Javor95,1175,1180
journals/integration/Lavenier93,97,111
conf/pimrc/JamalipourMK05,2003,2007
conf/iconip/Paplinski12,125,132
journals/ijisec/WangZ07,27,46
journals/symmetry/MuatjetjejaK14,1026,1036
journals/lht/Fourie11,387,393
journals/cphysics/StupovskiCG11,290,299
journals/jfi/ZhongY15,1455,1475
journals/tfs/ChungD00,125,142
journals/dm/McMahonSW03,211,219
conf/iscas/BaiD00,699,701
journals/ijbra/BonizzoniVDM05,461,473
journals/ijlt/SternXMYRRCBSHM06,28,48
conf/ifip/Solms80,59,64
journals/amc/IvanovT15,446,456
journals/tvt/IsmaielANSFDKJ18,12193,12203
conf/itsl/AkahoT08,3,9
conf/mass/PandeyZ08a,559,564
conf/icc/PsaltopoulosW10,1,6
conf/icdar/DoriT93,867,868
conf/ecis/StorgardsTO09,1306,1317
journals/candie/BelfioreY13,589,601
journals/cogsci/NorenzayanSKN02,653,684
conf/icml/ZhangKL18,5791,5800
conf/embc/CesariCJS18,163,166
journals/cor/HongCPL09,2097,2104
conf/icnc/ZhangCWD10,4354,4357
journals/ijwa/ExpositoLG09,228,240
conf/parco/Spaletta95,197,195
conf/mlmi/Al-HamesDGRRRZ05,52,63
journals/ijon/RagulskisL09,2618,2626
journals/tbcas/GrimaldiLBMM08,269,279
conf/scn/FuchsbauerHKS16,391,408
conf/mobicom/HafeezDAT17,553,555
journals/ram/Guglielmelli14c,6,6
conf/infocom/NamjoshiN10,740,748
conf/acssc/PanayidesAPP12,337,341
journals/ci/Bellegarda13,506,526
conf/im/LopesO01,313,316
conf/cdc/SaitoSS10,5408,5413
journals/access/ZhaoWXY18,37581,37594
journals/neuroimage/VaroquauxREIST17,166,179
conf/ucami/CaffarelJOM12,9,16
journals/cor/LiBM07,1008,1032
journals/biaa/Knippel94,39,39
journals/rfc/rfc1244,1,101
journals/wpc/FloresRV17,833,852
conf/seke/SouzaV13,220,225
journals/entcs/PommereauDK09,119,129
conf/cicling/SagBBCF02,1,15
journals/sigops/WoodTSDCC09,27,36
journals/ram/ValavanisDLM06,93,107
conf/hpcasia/SaillardSLI18,1,11
conf/igarss/MeyerNKD12,1817,1820
conf/splc/SchmidR12,164,170
journals/tkde/CaglieroG14,903,915
conf/igarss/AlarconGAFSF18,929,9295
conf/vrml/BerndtFH05,111,121
journals/ijsc/RijgersbergTW12,447,490
conf/smc/ZerangueBGKMGS01,3403,3408
journals/csur/PreeK00,6,6
conf/bmvc/FitzgibbonF92,1,10
conf/vtc/DuZPZ14,1,6
journals/ijon/SandbergL02,615,622
journals/polibits/SantosNFB14,13,19
conf/icml/JenattonMOB10,487,494
conf/iceee/RegmiNANVP18,2,7
journals/mj/RodriguesSS05,434,437
journals/tit/Waksman69,176,177
conf/amcc/DjouadiD15,2613,2618
journals/pr/ChandraKP10,2725,2731
journals/cim/FernandezHCJM19,69,81
conf/snpd/HazeyamaS12,518,523
journals/tit/RahmanW15,2708,2728
conf/icip/YangOP03,882,885
journals/procedia/AshokKKK10,291,297
journals/tit/Sundberg75,236,242
conf/clrimg/Allebach01,358,376
conf/adma/ZhangYL08,391,399
journals/imcs/Karanja17,301,330
conf/eusipco/JabeurK15,1396,1400
conf/hci/Swaid13,159,163
conf/tsd/BlstakR16,223,230
journals/ijtm/YoonI08,160,175
journals/access/BalogunOT18,56368,56377
conf/cpp/SchaferSS16,188,196
journals/sigpro/Zivojnovic98,297,313
journals/cce/BoyceHSD14,18,27
conf/gi/WittlerS03,181,185
conf/qofis/BoggiaCZGM03,142,151
journals/ijdsn/QiaoSZZP15,1,12
conf/amcc/DuttaHB13,3069,3074
journals/lgrs/ShiYZL15a,2071,2075
conf/ecir/AlbahemSSC19,607,620
conf/icra/YangL15,4656,4662
journals/bams/MikrutZ06,241,246
conf/pimrc/KitagawaKYK12,1071,1076
conf/icip/Deever02,245,248
conf/icete/BastoVC08,149,154
conf/kdd/BurkeMWB06,542,547
conf/iadis/White05,521,515
journals/jmiv/Ritter02,5,5
journals/cais/FerrattH09,35,35
conf/cis/NinT05,1,8
conf/icip/HaddadBSM10,306,309
journals/eor/Szego05,5,19
conf/ats/LiX03,510,510
conf/iccc/Ishida88,429,433
conf/seal/MiquelezBL06,529,536
journals/dss/TongA00,31,45
journals/dpd/ZhuHH08,151,188
conf/eucnc/HeliotT18a,93,9
journals/jnw/YangCYS11,153,162
journals/ijsccps/MacindoeR11,79,97
conf/humanoids/GomezKN10,138,143
conf/soict/TaLA18,98,105
conf/iscas/KrillAR12,1815,1818
conf/fgr/LiuCK02,384,389
conf/websci/AlexandrovGM16,215,217
conf/eucnc/PaoloniMAWLBUKL18,1,9
journals/dmgt/JackoJ05,151,166
conf/icassp/BoufounosB08,3361,3364
journals/complexity/Calude97,12,16
conf/hri/FreierBIN10,11,11
journals/siamdm/Torocsik93,491,500
journals/tcsv/LambertNNMDW06,134,140
conf/icail/ZeleznikowS95,185,194
conf/icst/LarssonBF08,423,431
journals/cais/FominKLM05,28,28
journals/eor/HillG08,473,482
conf/mesas/Hodicky15,17,23
conf/avi/MollashahiUG18,2,10
conf/icait/LiuK13,219,220
conf/eusipco/GaoZN08,2,6
journals/jcp/YangZSL14,196,201
conf/iscas/BorkowskiK05,5601,5604
journals/amc/JovanovicV05,849,868
journals/siamnum/AcostaD00,1073,1088
journals/ijcv/OrenN95,227,251
journals/tit/KhormujiS10,3378,3394
journals/ets/BlasP13,15,27
journals/jais/Clarke06,6,6
conf/dbpl/LacroixV87,442,458
conf/mlmi/Popescu-BelisCGLZ04,277,290
conf/esslli/MuhlenberndN13,195,214
conf/stacs/AllamigeonGG10,47,58
journals/ijcta/Amoroso0C11,1067,1078
journals/cce/ConceicaoP11,530,544
conf/wipsce/BerryK13,25,28
journals/tamm/Ucsnay08,66,68
conf/scsc/BairW10,581,586
journals/tip/PelletierC12,67,79
journals/tbe/WeiPT18,469,476
journals/ieicet/LiuHZ14,1131,1134
journals/tc/Stiffler78a,526,531
conf/cso/LiZL14,320,324
journals/dcg/Hell08,586,594
journals/ijon/LvYYZL17,158,168
journals/chinaf/ChenHWW16,92103,92103
conf/allerton/ShpinerKLCK12,770,777
conf/hicss/ShiLCC10,2,11
journals/dm/Wood03,221,234
journals/mor/OrshanVZ03,268,283
conf/nossdav/YanKWL04,62,67
conf/fskd/YangLH08,276,280
conf/iceis/NilssonFX05,169,175
series/lnee/Bera19,1,688
conf/eit/Wang13,1,1
conf/3dim/Ganapathi-Subramanian18,672,681
journals/fgcs/PietroLMS15,28,38
conf/conext/AtyaSKKR15,1,13
journals/jpdc/MaT93,44,55
conf/miccai/TaubmannLMFH15,579,586
journals/wias/JayaputeraLZ07,139,159
conf/icmla/HamidiFF10,407,413
conf/rtas/KarmakarKR13,34,43
conf/embc/WangHQXLNCYLL16,1536,1539
conf/ncca/ManzaliniC15,1,6
conf/embc/FangTZHL14,2565,2568
conf/icppw/StrienRW17,95,102
conf/graphicsinterface/WestlundM02,189,201
conf/hci/EL-QiremC11,490,499
journals/ijar/CaronRDV08,419,436
journals/aim/Konolige95,61,67
conf/grid/SarangiSS01,111,123
journals/cejor/KrejciS16,353,370
conf/icc/LiFYZ17,1,6
journals/sj/MammeriBF16,785,796
journals/tcst/KyriacouMRTPP18,1925,1941
conf/ieaaie/YoshidaNY96,563,568
conf/iceis/CostagliolaMF06a,439,451
conf/amcc/Hench13,5290,5292
journals/trob/LumelskyMS90,462,472
conf/sips/DenekeMLL15,1,6
journals/iet-com/XuCX16,1080,1086
journals/tim/GolosovskyMDF02,1090,1096
conf/agi/Goertzel06,217,252
journals/ijprai/UedaMS09,870,886
conf/isbi/HaneyPIEZFKHP04,1549,1552
journals/information/Biro11,117,139
journals/mj/PiskorskiSN08,638,640
conf/isqed/YangNM08,617,620
conf/npc/TianL07,41,50
journals/bioinformatics/FortinoTG16,3199,3200
conf/ijcai/McCarty83,287,294
journals/pr/SmallL02,1597,1609
journals/tnn/WuFZ10,1397,1408
conf/dsd/LanB04,350,357
conf/dcai/PozaPS08,587,595
conf/dese/Alheeti11,345,350
journals/ras/CouceiroVR14,1549,1567
journals/jcisd/TratchZ98a,349,366
conf/qomex/NowakLS13,82,87
journals/ac/Vega12,213,276
journals/ijmi/TangLMMQ18,90,97
journals/computers/KeHLHYC13,88,131
conf/iclp/Maher05,175,189
journals/internet/HoodJ98,65,72
conf/ica3pp/FariasRNM10,156,165
journals/mlq/HirshL08,153,166
conf/amcis/RohnK04,9,9
conf/icis/Ross98,384,386
conf/ppopp/PoterT18,413,414
conf/gsi/Opozda15,230,239
conf/fjcc/Lo86,768,777
journals/cp/AlexanderTL15,365,375
conf/medinfo/KimuraOYAKHOSTA98,434,438
conf/chi/OdomBKHLS12,337,346
conf/aina/ChoiBKYSH04,499,502
journals/ieicet/BokYSKY08,2061,2064
conf/interspeech/HoffmeisterLSN09,248,251
journals/cit/SrivastavaK16,221,235
journals/ijpp/AielloFMBCB06,489,508
conf/words/Torres-RojasAR01,162,169
journals/tnn/WuFZ10,1396,1407
conf/vis/Bruggemann93,52,67
journals/access/XiaoTLL19,20150,20162
conf/fuzzIEEE/IchihashiH04,1501,1506
journals/ijon/XuWLJLY15,529,537
conf/icaart/Sewell12,293,300
journals/jcb/LyngsoP00,409,427
conf/isda/DominguezOAVG11,790,795
journals/tit/GuptaT06,3274,3282
conf/sbcci/CamareroNL04,228,232
journals/sensors/ArjonaPAB18,2429,2429
conf/iscas/Sakagami05,5047,5050
conf/comsware/Anand08,472,479
conf/mfcs/Stirling98,142,151
conf/icisc/HermelinN99,17,29
conf/wise/VaucherBSH09,321,334
journals/jirs/ChermanSVM15,262,277
conf/secon/SchoofsSOR10,1,2
journals/jpdc/RizvandiTZ11,1154,1164
journals/jbcb/LyubetskyPRS07,155,180
journals/jisys/Lampe04,21,34
conf/acl/GareraY09,710,718
conf/cscw/DiamantFL08,383,392
conf/igarss/StaglianoLBM12,915,918
journals/icga/HerschbergH92,1,2
conf/taln/Boudin13,508,515
conf/iwsec/SanoOO13,36,52
conf/wia/FlouriJMIP11,273,281
conf/uic/ZhaoZ15,1650,1656
journals/jcphy/MadauleRS14,261,288
journals/tcad/HurJL00,234,241
conf/apnoms/DashbyambaWOK13,1,6
conf/wikis/Fukuda15,1,2
journals/tocl/AcetoFIL09,2,27
conf/isbra/VoP13,173,184
journals/tcsv/LiewY04,451,462
journals/sosym/GrunbacherEM04,235,253
journals/tkde/LeeC95,901,915
journals/dsp/LiuWLZ17,307,323
conf/icnp/JunCH0Z14,446,456
conf/icml/JinBJ18,2328,2337
conf/oopsla/IshizakiKYKN00,294,310
conf/robocup/SeekircherV16,71,83
conf/vlsid/PothineniKP07,551,558
conf/drcn/Farago13,258,265
journals/tgrs/StrowHSMT03,303,313
conf/icufn/HaddarRB17,630,365
journals/biosystems/NiizatoG13,145,155
journals/puc/BaumannR98,100,108
journals/asc/WuJX18,692,706
journals/jap/JiangTWST13,127,150
journals/jors/MilneWYF12,1566,1577
journals/iasc/DominguezK08,319,332
conf/kes/DaliB15,1070,1080
conf/gensips/HigaHHHS09,1,4
conf/wd/KhorovKL16,1,3
conf/fccm/SonmezAPUCHSV11,146,153
conf/icer/Loksa17,289,290
conf/ozchi/NonoseCMGKF14,456,459
conf/ifip11-10/RamseyM13,63,79
conf/iscas/VenkatasubramanianSZ94,49,52
journals/cssc/NayebanRB13,969,980
journals/remotesensing/GebhardtWRMBSKC14,3923,3943
journals/access/Sanchez-ReilloQ17,20463,20469
conf/grapp/AlmajanoMRLP13,288,297
conf/infoscale/SunBD09,192,205
journals/jise/Shin06,1505,1518
journals/twc/BasharAS16,6758,6770
conf/lcn/GuhaC97,264,273
journals/jcst/WangLH06,871,886
journals/biomedsem/FariaPMMCC18,1,19
journals/mbec/Gonzalez-CastanoPSHGL08,373,380
conf/alt/AngluinAK12,111,123
conf/ozchi/HenricksenV12,194,203
conf/wcsp/YangS18,1,6
journals/lre/Thomas80,241,251
journals/computer/CetinaGFP09,37,43
journals/annals/Williams01a,39,43
journals/lalc/ComellesAC17,761,778
conf/hipc/ChildsBPCM14,1,10
conf/chi/Girouard09,3097,3100
conf/interspeech/YamamotoIMAKN17,2949,2953
journals/ker/CheeinPSC13,35,57
journals/robotica/HarwinGKLD97,134,152
journals/pmh/HeT09,59,70
conf/iciw/DelteilBL07,28,28
journals/iandc/EmersonS84,175,201
conf/ipcv/DeliuD10,256,262
journals/speech/Karlsson92,491,495
conf/cdc/CetinkayaIH18,7249,7254
conf/vveis/NiuE05,115,117
conf/stoc/Zuckerman96,286,295
journals/adcm/LiuT12,493,504
conf/hci/HashemianMMTW15,712,717
journals/jcis/LeeR01,44,57
conf/quatic/LewARWO12,20,29
conf/iclp/SilvaC06,461,462
conf/bmvc/BrownDC00,2,11
conf/cdc/LiuC13,2623,2628
journals/jrm/NouriDB08,171,177
conf/mlsp/SouratiEAKL15,1,6
conf/bigcom/WangLDM17,122,127
journals/jaise/Boton-Fernandez16,287,300
conf/www/JinLYWJH10,1261,1264
conf/isit/MadimanK10,1369,1372
conf/aia/LahdelmaTSF05,381,386
journals/cbm/SunCK02,465,479
journals/cga/DebevecM02,24,25
journals/tmi/PlevritisM95,487,49
conf/cvpr/LukezicVZMK17,4847,4856
journals/ipl/Boas77,80,82
journals/cad/VeronL97,288,299
journals/jece/BesrourLE09,1,5
conf/vtc/ChengFFW13,1,5
conf/iccS/SuzukiMYHONTFCK03,120,129
conf/dsn/ArlatCIKN10,619,620
conf/tamc/Zhang07,728,737
journals/bioinformatics/PizzutiR14,1343,1352
journals/mr/HaoHLWKZ17,69,76
journals/tie/DuranPBLZM17,6032,6041
conf/icassp/BatistaTS08,3613,3616
journals/engl/PasupuletiS07,95,102
conf/mammo/MarimonNKMD16,203,210
conf/sigcse/SahamiRCHKLRS14,175,176
journals/ijia/XuYCLW07,193,204
journals/jwe/Schwabe03,1,2
conf/fsttcs/LevyM99,182,201
journals/caee/SisbotTCT09,1,12
conf/igarss/FengWZSM15,2020,2023
journals/nca/JameelSZ18,3167,3175
conf/skg/WenZLL07,574,575
journals/puc/Blythe14,795,808
journals/tcad/ZhangCHGC06,2437,2449
conf/iciso/EddineDZC15,135,145
conf/alcosp/Chernyshov07a,363,368
journals/ida/RennollsA08,147,163
conf/valuetools/SavardB19,16,23
conf/rsfdgrc/LeeKJKK05,644,653
conf/iasam/0002SK09,1,8
journals/iacr/Moller02,120,120
journals/complexity/YanWLW017,1,10
conf/asicon/LiuHTWT13,1,4
conf/isbi/FunaiF10,712,15
journals/tcad/WebberTGTS91,1201,1209
journals/tpds/LiCLHZX14,2190,2200
conf/performance/Boxma84,409,431
conf/wsc/LiCYX15,2965,2973
conf/ccece/XueV06,746,749
journals/procedia/BelghithAM12,144,152
journals/tsg/KabalanSN19,772,781
conf/csie/YaoCZ09,723,727
conf/esop/AltisenCMR03,174,188
conf/iscas/SooksoodSO09,341,344
conf/es/NardelloLTG15,192,199
conf/icse/TangYCH17,10,13
journals/jim/KeungIL01,331,342
conf/cocoon/AgrawalEA95,162,171
journals/ci/Doyle92,376,40
conf/ro-man/SpangenbergH14,79,84
conf/embc/RountreeITS13,3134,3137
journals/jms/AggarwalKDS08a,283,290
journals/siamco/Efimov12,3132,3154
journals/bib/Ahituv09,341,341
journals/nca/MortazaviKN15,1709,1723
conf/dateso/BurianekB14,35,46
conf/fsttcs/HenzingerOS14,431,443
conf/icra/BoonvisutJC12,4667,4674
journals/eor/MirrazaviJT01,594,602
journals/iacr/ZhangEEJR17,179,179
journals/ijon/YangYCA17,107,115
conf/paciia/XiongYYB08,593,596
conf/iccad/LiSMZYJP16,29,29
journals/tgrs/GambaHS00,611,617
journals/sadm/LarmatMHA17,277,289
journals/ton/CourcoubetisDS02,217,231
journals/gandc/RobertsCPMOVTGY17,120,124
journals/jsw/Li14,2353,2360
conf/itsc/PloegSLWN13,1210,1216
conf/kicss/GunawanACS16,1,6
conf/fuzzIEEE/SunDHHMZ14,1929,1936
conf/ijcnn/SilvaC14,3799,3807
series/sapere/SchakelRR13,171,189
journals/eor/SmithHT98,76,86
journals/sqj/FrankeJKW12,369,394
conf/sc/KestynKPS16,178,189
conf/aciids/SalmanRS12,371,380
journals/tsmc/Baba83,100,108
journals/tip/FangACKLZ13,3819,3830
conf/icra/ZahnMDE99,2780,2785
conf/recsys/JiangJFZ12,241,244
conf/mm/LuoF06a,884,886
conf/wcnc/KimL16,1,6
journals/dmtcs/LaksmanLL12,55,68
journals/tit/EhrichY69,113,117
journals/ton/ReaFGL17,2514,2527
conf/usenix/DellaFeraEFJKS88,213,219
conf/bibm/YangZJSH17,1331,1337
journals/cybersec/WangHC19,1,1
journals/entcs/Little02,69,88
journals/scp/PeschanskiDGB07,246,265
conf/atal/NiewiadomskiBMP09,1399,1400
conf/icca/LiZLXFJ16,669,672
journals/kbs/Mirjalili16,120,133
journals/eswa/Calvo-ZaragozaO17,395,406
journals/toplas/Palsberg95,47,62
conf/ibpria/CaroRMB11,604,611
conf/eit/HuYKC13,2,8
journals/icl/QiuAGWLZL17,677,680
journals/iacr/Tsypyschev16,212,212
conf/stacs/Frougny89,144,155
journals/bioinformatics/Malcata87a,297,301
conf/icmcs/Wan07,2182,2185
conf/isgt/ZengWCLW14,1,5
conf/infocom/YeeS90,382,388
conf/icica/ZhangZLM12,752,758
journals/debu/Lomet16,2,2
journals/tcst/WangLL15,2391,2399
journals/tsp/AminVC96,1111,1123
conf/iasse/AbuleilE03,41,45
conf/chi/Tuikka09,2627,2630
conf/mobicom/HosseinabadiV13,227,230
journals/rfc/rfc3936,1,7
journals/creativity/Petersson08,142,145
conf/pacs/SengT03,132,147
conf/smc/YueMH12,1896,1902
conf/icsm/DitMVP13,330,339
conf/icdip/Rudowicz-Nawrocka14,915928,915928
conf/asplos/WegielK09,289,300
journals/ijmmsc/LiuGKS06,1,11
conf/chi/KoganAPAS16,2783,2795
journals/nn/ZhouLC04,88,102
conf/iccv/MalinowskiRF15,1,9
journals/tc/Landis77,230,235
conf/rtss/MehnertHH02,124,133
conf/latin/GuruswamiK06,556,568
conf/desrist/GerickeB10,349,364
journals/jcam/ChidyagwaiFSS18,399,418
conf/chinacom/RenW0M14,554,557
conf/sbbd/MaiaPMMV12,121,128
conf/memea/HouY18,2,6
conf/interspeech/VlasenkoSWR07,2249,2252
conf/ats/ChuangW98,301,305
journals/tvt/AminMIAD15,3414,3425
conf/emeit/FengSZ11,539,543
journals/dam/Guessarian89,121,131
conf/icip/DuanXTX04,1597,1600
journals/tim/Vardeman05,2117,2119
journals/jucs/KurilovasJKS14,1418,1432
conf/itw/Varshney08,5,5
journals/jise/WuW12,941,954
journals/tim/AstolaEKKKMT08,1949,1957
journals/mcm/GuanW13,1165,1174
conf/infocom/JafariS01,1065,1074
journals/amc/QiuC08,819,829
journals/complexity/LiouSC16,263,268
conf/icra/Papanikolopoulos91,857,864
conf/sc/KarpenkoVR12,79,79
conf/glvlsi/GaoP01,121,126
journals/dt/ChangCYDK16,63,71
journals/tip/OgawaH13,1252,1257
conf/siguccs/Houston97,141,145
journals/computer/Lewis96b,19,13
conf/ifip10-3/BaghdadiZLJ00,53,64
journals/mst/Bozapalidis03,183,197
conf/bmvc/NobleB89,1,6
journals/scheduling/WrenFKKPP03,437,455
conf/isvc/NguyenKDL08,1176,1185
journals/ipl/Dymond88,247,250
journals/ijpp/BalaR97,53,82
journals/envsoft/PontiusP10,299,309
journals/arscom/Jain15a,306,321
conf/icnp/HuaWZ08,157,166
journals/tcst/MoheimaniV05,1021,1035
journals/sensors/TamaekongLWP10,7863,7873
conf/nips/WienerE11,1665,1673
conf/csmr/KienleL12,519,520
conf/isgt/JohnsonSAJT14,2,6
conf/icann/Garcia-RodenasL17,600,608
journals/mta/SinghTAS17,19317,19342
conf/iscc/MirzaeeA04,720,724
conf/awcc/HeLCCS04,143,154
journals/tgrs/Benz99,1023,1037
journals/eswa/ChengGHH12,8356,8368
conf/birthday/Fourman13,250,258
conf/fase/XieB02,64,79
conf/ipccc/MalhotraNNB11,1,6
journals/tmc/Srivastava08c,1393,1396
conf/mr/MelchiorS02,145,154
conf/icra/FagioliniBCBAB10,4170,4175
conf/evoW/HarveyM99,31,45
journals/tbe/AvolioK04,196,197
conf/mc/Brandenburg17,437,440
journals/ijcla/NadungodageWN15,117,129
conf/cibb/UrdaCJLFJ14,200,207
conf/sccg/BittnerH09,51,58
journals/ijict/UmaA16,17,42
series/sfsc/CastilloM03,2,267
journals/tifs/ZhangW09,564,569
conf/smartgridcomm/WangSHCG14,812,817
journals/spl/WangGGLK17,1822,1826
conf/um/Chang10,3,3
journals/scfbm/MacdonaldB16,9,9
journals/ijiit/BiskupGR05,68,82
conf/coco/GuruswamiV15,42,57
journals/sigmod/Bestavros96,3,7
conf/icip/El-NaqaYWG02,141,144
conf/nca/MohamedinPR14,214,221
conf/dcc/AliM13,431,440
journals/jise/ChangK01,430,444
conf/atal/CholvyG03,765,772
conf/bambi/TaquetPW14,96,107
conf/csee2/YaoG11,165,169
journals/bioinformatics/AhmedSSNN09,563,570
journals/ijnm/Muller97a,288,29
journals/tit/LiYL14,3895,3902
phd/de/Lubke2008,1,332
conf/vissas/MarinescuM05,101,126
journals/jfi/ZhouXLL18,5790,5810
journals/cacm/Salasin73,291,295
journals/ki/Hoppe91,24,15
journals/mp/KuhnWG11,177,209
journals/tii/YangY17,2876,2885
conf/camad/AbeniKC09,1,6
conf/netys/GabliJM13,120,134
journals/ieiceee/FurutaFKON11,854,858
journals/ijcv/DavisFBJ10,255,266
conf/er/EderW06,217,226
conf/semeval/WettendorfJKZPM14,578,584
journals/jct/Jackson77a,92,96
journals/telsys/SalmanNHHN17a,339,339
conf/middleware/BuiTTH15,1,6
conf/mir/HermanYXZ08,329,335
journals/acs/Kemper00,579,593
journals/mor/FleschTV96,1016,1022
journals/geb/Veelen12,382,393
conf/pam/RossiTV10,31,40
journals/jr/PerssonFWO15,1,8
journals/prl/AliFH13,1525,1530
journals/rfc/rfc7028,1,29
conf/dasc/HasebeTK17,423,430
conf/webdb/SundaresanYH00,11,16
journals/siamcomp/HartmanisB75,1,11
journals/bapmam/Kombarov73,518,522
journals/eswa/GuoHYT16,336,345
conf/hoti/AlversonRK10,83,87
conf/comsnets/SampigethayaP11,1,6
conf/wmte/LiOHU12,328,330
conf/icpr/BaekD02,643,646
